                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 1.4524,                 3.1672,                 1.7261,                0.00309,                   0.95,                0.09581,                0.02762,                 1.4815,                 4.0438,                 2.1109,                  6e-05,                  6e-05,                  6e-05
                      1,                 1.2007,                 3.0136,                 1.5789,                0.00309,                   0.95,                0.09762,                 0.0285,                 1.4246,                 4.0294,                 2.0816,               7.07e-05,               7.07e-05,               7.07e-05
